sub,rotationSpeed,LsameSideAfterReversalD,LtorsionVelT,LtorsionVGain,LtorsionAngleTotal,LtorsionAngleCW,LtorsionAngleCCW,LsacNumT,LsacAmpSumT,LsacAmpMeanT,RsameSideAfterReversalD,RtorsionVelT,RtorsionVGain,RtorsionAngleTotal,RtorsionAngleCW,RtorsionAngleCCW,RsacNumT,RsacAmpSumT,RsacAmpMeanT,exp
3,100,-1,-0.0619935141371611,-0.000619935141371611,0.105417024151473,0,-0.105417024151473,1,0.204990505825864,0.204990505825864,1,0.0059199670725636,5.9199670725636e-05,0.0112911065027358,0.0112911065027358,-0,0,0,NaN,2
3,200,1,0.104681593523943,0.000523407967619713,0.416001588995633,0.292206320172165,-0.123795268823467,2,0.725307742262402,0.362653871131201,-1,-0.139931527827808,-0.000699657639139041,0.249627402145952,0,-0.249627402145952,1,0.212706073339646,0.212706073339646,2
3,100,1,0.4823133353315,0.004823133353315,0.945993838926494,0.945993838926494,-0,0,0,NaN,-1,-0.132462548908092,-0.00132462548908092,0.248045136788692,0,-0.248045136788692,1,0.106561159670661,0.106561159670661,2
3,50,-1,0.216476505744964,0.00432953011489928,0.441161557253703,0.441161557253703,-0,1,0.248080148161072,0.248080148161072,1,-0.295944365769877,-0.00591888731539754,0.582191538405171,0,-0.582191538405171,1,0.288707475309573,0.288707475309573,2
3,200,1,-0.1487394996541,-0.0007436974982705,0.300666808417167,0.0157837873754523,-0.284883021041714,2,0.408633054669985,0.204316527334993,-1,0.0607591238242484,0.000303795619121242,0.115992466947403,0.115992466947403,-0,0,0,NaN,2
3,200,1,0.142695254602409,0.000713476273012046,0.308679536487656,0.308679536487656,-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3,25,1,0.361119046878794,0.0144447618751517,1.22393176855532,0.901350124862118,-0.3225816436932,2,0.880705270023922,0.440352635011961,-1,-0.0938490984703447,-0.00375396393881379,0.166395817758301,0,-0.166395817758301,1,0.206515750160796,0.206515750160796,2
3,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.0349139053016599,0.000698278106033199,0.0655505404776687,0.0655505404776687,-0,1,0.155755490828992,0.155755490828992,2
3,50,-1,0.14720198009849,0.00294403960196979,0.288760457558236,0.288760457558236,-0,1,0.22827858598418,0.22827858598418,1,-0.0877729085410563,-0.00175545817082113,0.178286323864052,0,-0.178286323864052,1,0.216708404922459,0.216708404922459,2
3,200,-1,0.21877908632404,0.0010938954316202,0.377874794215725,0.377874794215725,-0,1,0.139086018762249,0.139086018762249,1,0.0180186101403632,9.00930507018158e-05,0.0218607963789602,0.0218607963789602,-0,1,0.213716034808883,0.213716034808883,2
3,50,-1,-0.0543869198629598,-0.0010877383972592,0.0797385721991105,0,-0.0797385721991105,1,0.28082012705905,0.28082012705905,1,-0.0570937778489764,-0.00114187555697953,0.0869996933663221,0,-0.0869996933663221,1,0.151427731785324,0.151427731785324,2
3,100,1,0.357261364986476,0.00357261364986476,0.601302418419682,0.601302418419682,-0,2,0.541300194954854,0.270650097477427,-1,-0.0555480803915717,-0.000555480803915717,0.0669740669544104,0,-0.0669740669544104,1,0.204316720890689,0.204316720890689,2
3,200,-1,-0.0722660979894585,-0.000361330489947293,0.165115965992515,0,-0.165115965992515,1,0.533326359323534,0.533326359323534,1,-0.225907256751307,-0.00112953628375653,0.423798380931911,0,-0.423798380931911,1,0.289989179592215,0.289989179592215,2
3,50,1,0.14914802118697,0.00298296042373939,0.246827853213911,0.246827853213911,-0,0,0,NaN,-1,-0.348012542485969,-0.00696025084971938,0.610480758299171,0,-0.610480758299171,0,0,NaN,2
4,25,-1,-0.255033645920033,-0.0102013458368013,0.473054965867056,0,-0.473054965867056,3,3.24069551142985,1.08023183714328,1,-0.424995994442875,-0.016999839777715,0.786623093062365,0,-0.786623093062365,2,1.00962547508308,0.504812737541542,2
4,100,1,-0.0304823266592858,-0.000304823266592858,0.0652851177770862,0,-0.0652851177770862,3,0.643371305082232,0.214457101694077,-1,-0.933730318694807,-0.00933730318694807,1.56701483610841,0,-1.56701483610841,1,0.263716620856911,0.263716620856911,2
4,200,1,-0.0942099680983591,-0.000471049840491796,0.187590615102461,0,-0.187590615102461,3,8.36035325404048,2.78678441801349,-1,-0.50808966279348,-0.0025404483139674,1.14054224791896,0.0687752704512405,-1.07176697746772,3,5.88815394749345,1.96271798249782,2
4,25,1,-0.102905427025753,-0.00411621708103014,0.273260188489843,0.0365460346871381,-0.236714153802705,2,0.53333859633997,0.266669298169985,-1,-0.596646939097694,-0.0238658775639078,1.11154306502372,0,-1.11154306502372,0,0,NaN,2
4,200,1,0.254262890294582,0.00127131445147291,0.475037172576824,0.475037172576824,-0,1,0.530108924617189,0.530108924617189,-1,-0.122653187290641,-0.000613265936453207,0.229376053605319,0,-0.229376053605319,0,0,NaN,2
4,100,1,-0.0929516076995639,-0.000929516076995639,0.275010873190774,0.0526998256925818,-0.222311047498192,3,1.16749218507446,0.389164061691487,-1,-0.56423392384392,-0.0056423392384392,1.17473037419345,0,-1.17473037419345,1,1.34839295033771,1.34839295033771,2
4,50,-1,-0.0820014155948445,-0.00164002831189689,0.170747475893338,0,-0.170747475893338,0,0,NaN,1,-0.501471137851703,-0.0100294227570341,1.00167793071017,0,-1.00167793071017,1,0.262992935266545,0.262992935266545,2
4,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.643873439037649,-0.012877468780753,1.25136881494545,0,-1.25136881494545,0,0,NaN,2
4,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.584533905662067,-0.0116906781132413,1.20391824202016,0,-1.20391824202016,0,0,NaN,2
4,100,-1,-0.303057448519208,-0.00303057448519208,0.43138362621892,0,-0.43138362621892,3,0.419221713771424,0.139740571257141,1,-0.46790094017279,-0.0046790094017279,0.840038703557974,0,-0.840038703557974,0,0,NaN,2
4,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.675252255339258,-0.00337626127669629,1.15083277717211,0,-1.15083277717211,2,0.722994837672472,0.361497418836236,2
4,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.10488291090827,-0.00419531643633082,0.209961124884448,0,-0.209961124884448,0,0,NaN,2
4,25,-1,-0.161006302980336,-0.00644025211921342,0.296091593954237,0,-0.296091593954237,1,0.400761470190075,0.400761470190075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
4,100,1,0.0809105615176001,0.000809105615176001,0.181672299459573,0.181672299459573,-0,2,0.465143585618565,0.232571792809283,-1,-0.30693882816287,-0.0030693882816287,0.603265317198235,0,-0.603265317198235,1,0.235406393107161,0.235406393107161,2
4,25,1,-0.358354268544044,-0.0143341707417618,0.672873302274366,0,-0.672873302274366,1,0.339605117470275,0.339605117470275,-1,-0.326907823315612,-0.0130763129326245,0.65206656117165,0,-0.65206656117165,0,0,NaN,2
4,50,1,-0.0336317510082281,-0.000672635020164561,0.0576355969569798,0,-0.0576355969569798,0,0,NaN,-1,-0.175780721262334,-0.00351561442524668,0.348206992219907,0,-0.348206992219907,0,0,NaN,2
4,200,-1,-0.378306444637311,-0.00189153222318656,0.636636691896392,0,-0.636636691896392,3,2.99300898590787,0.99766966196929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
4,50,-1,-0.00338369530133024,-6.76739060266049e-05,0.0059128039884103,0.0059128039884103,-0,0,0,NaN,1,-0.555104435336513,-0.0111020887067303,0.979469729506536,0,-0.979469729506536,0,0,NaN,2
4,200,-1,0.068480387614964,0.00034240193807482,0.148060652432136,0.148060652432136,-0,3,0.517243330091275,0.172414443363758,1,-0.355295464801966,-0.00177647732400983,0.715342560418325,0,-0.715342560418325,0,0,NaN,2
4,50,-1,0.0617206631699738,0.00123441326339948,0.130054921040643,0.130054921040643,-0,0,0,NaN,1,-0.395751162260394,-0.00791502324520788,0.845221917688275,0,-0.845221917688275,0,0,NaN,2
4,50,-1,-0.133535138067143,-0.00267070276134286,0.278527580240671,0.0594886522450571,-0.219038927995614,2,0.4013533412291,0.20067667061455,1,-0.551268079123847,-0.011025361582477,1.04701466559074,0,-1.04701466559074,0,0,NaN,2
4,200,-1,0.0888091439824749,0.000444045719912374,0.156247668644396,0.156247668644396,-0,0,0,NaN,1,-0.0597623558589454,-0.000298811779294727,0.11074357839592,0,-0.11074357839592,0,0,NaN,2
4,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.305811238431895,-0.00152905619215947,0.611622955188078,0,-0.611622955188078,1,0.0788942659839041,0.0788942659839041,2
4,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0429912482123065,-0.00171964992849226,0.064641171303584,0,-0.064641171303584,1,0.322274029206617,0.322274029206617,2
4,25,1,-0.116108126585681,-0.00464432506342726,0.193750184787233,0.0326319189031494,-0.161118265884084,3,0.58404701462981,0.194682338209937,-1,-0.3130862678934,-0.012523450715736,0.532036478788401,0.00344890214094119,-0.52858757664746,2,0.596103443194023,0.298051721597011,2
4,200,-1,-0.0452133756898339,-0.00022606687844917,0.130863004889486,0.0201598481817711,-0.110703156707715,1,0.516031692436031,0.516031692436031,1,0.163911407798923,0.000819557038994617,0.289073583550336,0.289073583550336,-0,0,0,NaN,2
4,100,1,0.0237290023452328,0.000237290023452328,0.048703064313707,0.048703064313707,-0,0,0,NaN,-1,-0.212222908921259,-0.00212222908921259,0.417960434403904,0,-0.417960434403904,0,0,NaN,2
4,50,-1,-0.176780714215732,-0.00353561428431465,0.436826876014938,0.0611642632269012,-0.375662612788037,2,0.562217085081999,0.281108542540999,1,-0.0236866371086774,-0.000473732742173547,0.0465259430716898,0,-0.0465259430716898,0,0,NaN,2
4,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.226078280111767,-0.00226078280111767,0.386418534231203,0,-0.386418534231203,0,0,NaN,2
4,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.12415403084176,-0.00496616123367038,0.22751900828398,0,-0.22751900828398,1,0.169878734012205,0.169878734012205,2
4,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.268174989077497,-0.00268174989077497,0.539994517138262,0,-0.539994517138262,0,0,NaN,2
4,50,1,-0.28260266831699,-0.0056520533663398,0.495329026066532,0,-0.495329026066532,0,0,NaN,-1,-0.0378065261457575,-0.00075613052291515,0.0781323408038582,0,-0.0781323408038582,0,0,NaN,2
4,200,1,0.109706593617553,0.000548532968087767,0.233130769847816,0.233130769847816,-0,0,0,NaN,-1,-0.125126655180995,-0.000625633275904975,0.267728175039297,0,-0.267728175039297,0,0,NaN,2
4,200,1,-0.105939333843095,-0.000529696669215475,0.247082266447484,0,-0.247082266447484,0,0,NaN,-1,-0.322170044299957,-0.00161085022149979,0.654605957946835,0,-0.654605957946835,0,0,NaN,2
4,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.067123032819939,-0.000335615164099695,0.439959336094502,0.153881762707866,-0.286077573386635,1,0.188080190431394,0.188080190431394,2
4,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.0161281622486774,-0.000645126489947097,0.037265066934959,0,-0.037265066934959,0,0,NaN,2
4,50,1,-0.0218628329260579,-0.000437256658521159,0.283895020842165,0.118597508322936,-0.165297512519229,3,0.8570690928545,0.285689697618167,-1,-0.0419011409946064,-0.000838022819892128,0.0818662424814985,0,-0.0818662424814985,1,0.173536001311203,0.173536001311203,2
4,50,-1,-0.095575995173848,-0.00191151990347696,0.180490629313398,0,-0.180490629313398,0,0,NaN,1,-0.270462595036072,-0.00540925190072145,0.566178120660543,0,-0.566178120660543,0,0,NaN,2
4,25,-1,-0.0804813521640764,-0.00321925408656306,0.409148062141192,0.130187317031588,-0.278960745109604,3,1.50276912537064,0.500923041790215,1,-0.387946435778721,-0.0155178574311488,0.732410731781042,0,-0.732410731781042,1,0.8215892820282,0.8215892820282,2
4,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-0.275417513289803,-0.00137708756644901,0.504433812799217,0,-0.504433812799217,0,0,NaN,2
4,100,1,-0.195835971126762,-0.00195835971126762,0.370088149879825,0,-0.370088149879825,0,0,NaN,-1,-0.275833480692969,-0.00275833480692969,0.49343343017381,0,-0.49343343017381,0,0,NaN,2
4,25,-1,-0.24037374039853,-0.00961494961594119,0.476185487176285,0,-0.476185487176285,1,0.451832283489919,0.451832283489919,1,-0.273710642774435,-0.0109484257109774,0.529251692436247,0,-0.529251692436247,0,0,NaN,2
4,100,1,-0.0903088678509681,-0.000903088678509681,0.351728843728318,0.0960577560071919,-0.255671087721126,3,1.10994704548778,0.369982348495928,-1,-0.271375654581693,-0.00271375654581693,0.554270042795798,0,-0.554270042795798,0,0,NaN,2
4,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.429010872639448,-0.00429010872639448,0.817639766459411,0,-0.817639766459411,1,0.338689294038206,0.338689294038206,2
4,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.127692129729387,-0.00127692129729387,0.244731940110377,0,-0.244731940110377,1,0.222640608689686,0.222640608689686,2
5,200,1,0.230070788216757,0.00115035394108378,0.400245290182883,0.400245290182883,-0,0,0,NaN,-1,0.127521270166941,0.000637606350834704,0.219000780209792,0.219000780209792,-0,0,0,NaN,2
5,200,-1,-0.0634690125982488,-0.000317345062991244,0.121602011701152,0,-0.121602011701152,1,0.190290450558063,0.190290450558063,1,-0.340821215540388,-0.00170410607770194,0.631569456404698,0,-0.631569456404698,0,0,NaN,2
5,200,-1,-0.0856314827808627,-0.000428157413904313,0.172393486008106,0,-0.172393486008106,1,0.160592585312962,0.160592585312962,1,-0.263316231686686,-0.00131658115843343,0.52962116974107,0,-0.52962116974107,1,0.186161514231503,0.186161514231503,2
5,200,1,0.0683915474032678,0.000341957737016339,0.145362245620722,0.145362245620722,-0,0,0,NaN,-1,-0.061359963265095,-0.000306799816325475,0.128788889041348,0,-0.128788889041348,0,0,NaN,2
5,100,1,0.0141470406957832,0.000141470406957832,0.0255196583499483,0.0255196583499483,-0,0,0,NaN,-1,-0.0874818818364715,-0.000874818818364715,0.16682446951568,0,-0.16682446951568,0,0,NaN,2
5,200,-1,0.0214922034012241,0.00010746101700612,0.0426630416931088,0.0426630416931088,-0,0,0,NaN,1,-0.109515777404306,-0.000547578887021532,0.212920191450464,0,-0.212920191450464,0,0,NaN,2
5,25,-1,-0.100819154676822,-0.00403276618707286,0.188982058580608,0,-0.188982058580608,0,0,NaN,1,-0.189990551712285,-0.00759962206849139,0.342775010607292,0,-0.342775010607292,1,0.164868174600693,0.164868174600693,2
5,25,-1,-0.0456773324255808,-0.00182709329702323,0.0961772270331109,0,-0.0961772270331109,0,0,NaN,1,-0.153679977183129,-0.00614719908732517,0.308028484574879,0,-0.308028484574879,1,0.138277309029886,0.138277309029886,2
5,100,1,-0.241656748621617,-0.00241656748621617,0.463910486674487,0,-0.463910486674487,1,0.229301233779315,0.229301233779315,-1,-0.360549153496154,-0.00360549153496154,0.685720230971119,0,-0.685720230971119,1,0.308645274378864,0.308645274378864,2
5,50,-1,-0.128793898257309,-0.00257587796514617,0.262553109286986,0,-0.262553109286986,0,0,NaN,1,-0.36902498733585,-0.00738049974671699,0.729094042781859,0,-0.729094042781859,1,0.215906257646281,0.215906257646281,2
5,100,1,0.020327563843103,0.00020327563843103,0.042359239034692,0.042359239034692,-0,0,0,NaN,-1,-0.140966315175489,-0.00140966315175489,0.226555023377068,0,-0.226555023377068,1,0.152697527293599,0.152697527293599,2
5,25,-1,-0.0760696060982851,-0.0030427842439314,0.163597821188437,0,-0.163597821188437,0,0,NaN,1,-0.190557877509982,-0.00762231510039928,0.374678359381285,0,-0.374678359381285,1,0.221924919654903,0.221924919654903,2
5,200,1,-0.0805515349210475,-0.000402757674605238,0.143858799871427,0,-0.143858799871427,1,0.139643884781015,0.139643884781015,-1,-0.217143798348454,-0.00108571899174227,0.388742846576696,0,-0.388742846576696,1,0.271340270579335,0.271340270579335,2
5,50,-1,-0.023915347642857,-0.00047830695285714,0.0675932121665334,0,-0.0675932121665334,0,0,NaN,1,-0.285245821158667,-0.00570491642317333,0.566405639829516,0,-0.566405639829516,1,0.37895306631763,0.37895306631763,2
5,25,1,0.100188487979838,0.00400753951919353,0.177748249521179,0.177748249521179,-0,0,0,NaN,-1,-0.143261186525262,-0.00573044746101047,0.263087622685286,0,-0.263087622685286,1,0.173381738879808,0.173381738879808,2
5,25,-1,-0.0899986312673757,-0.00359994525069503,0.180359418627072,0,-0.180359418627072,0,0,NaN,1,-0.293598338194509,-0.0117439335277804,0.545458788048127,0,-0.545458788048127,1,0.331419000161386,0.331419000161386,2
5,25,1,0.0429152500712223,0.00171661000284889,0.0801480064380638,0.0801480064380638,-0,0,0,NaN,-1,-0.105240255141504,-0.00420961020566017,0.192558219983385,0,-0.192558219983385,1,0.153198765443695,0.153198765443695,2
5,50,1,-0.0524276209361079,-0.00104855241872216,0.0966531653470455,0,-0.0966531653470455,0,0,NaN,-1,-0.149807832185086,-0.00299615664370173,0.272765083732778,0,-0.272765083732778,0,0,NaN,2
5,50,1,-0.0279181839211952,-0.000558363678423904,0.0453216382957927,0,-0.0453216382957927,0,0,NaN,-1,-0.212607954135567,-0.00425215908271133,0.36666237236689,0,-0.36666237236689,1,0.199457501503696,0.199457501503696,2
5,50,1,0.214458928216119,0.00428917856432237,0.422105753038045,0.422105753038045,-0,0,0,NaN,-1,-0.258432522351699,-0.00516865044703398,0.505691393003506,0,-0.505691393003506,0,0,NaN,2
5,100,-1,-0.052262362323503,-0.00052262362323503,0.110718783466051,0,-0.110718783466051,0,0,NaN,1,-0.3524314379298,-0.003524314379298,0.675463855033087,0,-0.675463855033087,1,0.369544711197616,0.369544711197616,2
5,25,-1,-0.0730042006798894,-0.00292016802719558,0.133094217659941,0,-0.133094217659941,1,0.228783319056151,0.228783319056151,1,-0.202944718151115,-0.00811778872604461,0.373697003884145,0,-0.373697003884145,1,0.341392439961034,0.341392439961034,2
5,100,1,-0.0537985679249071,-0.000537985679249071,0.0942210526102326,0,-0.0942210526102326,0,0,NaN,-1,-0.173330885524646,-0.00173330885524646,0.328003259769623,0,-0.328003259769623,0,0,NaN,2
5,25,1,0.0313847436337341,0.00125538974534936,0.0685050234724554,0.0685050234724554,-0,0,0,NaN,-1,-0.168968964555935,-0.0067587585822374,0.350464080530274,0,-0.350464080530274,0,0,NaN,2
5,100,-1,-0.0100258165179721,-0.000100258165179721,0.0177662781555009,0,-0.0177662781555009,0,0,NaN,1,-0.186769607288864,-0.00186769607288864,0.317623630839628,0,-0.317623630839628,0,0,NaN,2
5,100,-1,-0.0245832865325758,-0.000245832865325758,0.0506674352264231,0,-0.0506674352264231,0,0,NaN,1,-0.222795548581647,-0.00222795548581647,0.419180907498268,0,-0.419180907498268,1,0.194865614871773,0.194865614871773,2
5,100,-1,-0.0428454719996738,-0.000428454719996738,0.0807409470687797,0,-0.0807409470687797,0,0,NaN,1,-0.206444449133713,-0.00206444449133713,0.385713065236147,0,-0.385713065236147,1,0.235596566645991,0.235596566645991,2
5,200,-1,-0.034968314431276,-0.00017484157215638,0.085360596845885,0,-0.085360596845885,0,0,NaN,1,-0.141650867333934,-0.00070825433666967,0.254749353240227,0,-0.254749353240227,1,0.219638389463284,0.219638389463284,2
5,25,1,-0.00105889586200188,-4.23558344800752e-05,0.00333978563977,0,-0.00333978563977,1,0.1632726767161,0.1632726767161,-1,-0.166420328873147,-0.00665681315492587,0.318029907954874,0,-0.318029907954874,1,0.319919873910267,0.319919873910267,2
5,50,1,0.0306857678498625,0.000613715356997249,0.0275035168792818,0.0275035168792818,-0,0,0,NaN,-1,-0.128430764433644,-0.00256861528867288,0.258095020153318,0,-0.258095020153318,1,0.250714420855117,0.250714420855117,2
5,25,1,0.133633749821692,0.0053453499928677,0.27864714197171,0.27864714197171,-0,0,0,NaN,-1,-0.0314834456095667,-0.00125933782438267,0.0666168337481819,0,-0.0666168337481819,1,0.146327692816407,0.146327692816407,2
5,100,-1,-0.0688820228917537,-0.000688820228917537,0.131784621363003,0,-0.131784621363003,1,0.139420327161311,0.139420327161311,1,-0.196354676822387,-0.00196354676822387,0.371517727728986,0,-0.371517727728986,1,0.33389873491738,0.33389873491738,2
5,50,1,-0.018057703990298,-0.00036115407980596,0.0314599483970777,0,-0.0314599483970777,0,0,NaN,-1,-0.154920392867123,-0.00309840785734246,0.316635208453529,0,-0.316635208453529,1,0.196639630989777,0.196639630989777,2
5,100,-1,-0.0496439151353899,-0.000496439151353899,0.101675621504738,0,-0.101675621504738,0,0,NaN,1,-0.223403982668211,-0.00223403982668211,0.39107505317307,0,-0.39107505317307,1,0.24229802233126,0.24229802233126,2
5,200,1,-0.122001008633607,-0.000610005043168033,0.214758232532932,0,-0.214758232532932,1,0.307607372646744,0.307607372646744,-1,-0.390390939261361,-0.0019519546963068,0.694527917578717,0,-0.694527917578717,1,0.490893515449316,0.490893515449316,2
5,100,1,-0.0866643498673337,-0.000866643498673337,0.164618773548504,0,-0.164618773548504,1,0.334096458467434,0.334096458467434,-1,-0.442734905395332,-0.00442734905395331,0.807324063364879,0.0557053521942232,-0.751618711170656,3,0.766508436329236,0.255502812109745,2
5,50,-1,-0.205070280569532,-0.00410140561139065,0.393985847859194,0,-0.393985847859194,1,0.239814287639397,0.239814287639397,1,-0.260140233160077,-0.00520280466320154,0.492720587800583,0,-0.492720587800583,1,0.382381304645881,0.382381304645881,2
5,200,1,0.236041284584716,0.00118020642292358,0.4732742323379,0.4732742323379,-0,0,0,NaN,-1,0.205842249840088,0.00102921124920044,0.407797709081331,0.407797709081331,-0,0,0,NaN,2
5,200,1,-0.170426398675089,-0.000852131993375447,0.343920272484286,0,-0.343920272484286,1,0.168969747001968,0.168969747001968,-1,-0.267451370615622,-0.00133725685307811,0.548971212401899,0,-0.548971212401899,1,0.23016037258187,0.23016037258187,2
5,25,1,-0.114616614901259,-0.00458466459605035,0.213552247101555,0,-0.213552247101555,1,0.23977795303606,0.23977795303606,-1,-0.120926526690852,-0.00483706106763409,0.212788760398174,0,-0.212788760398174,1,0.288743860517249,0.288743860517249,2
5,50,-1,-0.0723033077291049,-0.0014460661545821,0.145586263073783,0,-0.145586263073783,1,0.271577078481345,0.271577078481345,1,-0.3065589453896,-0.00613117890779199,0.62614392800682,0,-0.62614392800682,1,0.417686884809718,0.417686884809718,2
5,50,-1,-0.118137948499534,-0.00236275896999069,0.224471396457058,0,-0.224471396457058,1,0.262473596132949,0.262473596132949,1,-0.243875480695899,-0.00487750961391798,0.457437481950534,0,-0.457437481950534,1,0.371490825453014,0.371490825453014,2
5,200,-1,-0.0255273029773855,-0.000127636514886928,0.0488962284612413,0,-0.0488962284612413,0,0,NaN,1,-0.236160450893249,-0.00118080225446625,0.419958600489874,0,-0.419958600489874,1,0.318400030311168,0.318400030311168,2
5,50,-1,-0.128820385285861,-0.00257640770571722,0.225095714731582,0,-0.225095714731582,0,0,NaN,1,-0.225894941997518,-0.00451789883995036,0.393588715822235,0,-0.393588715822235,1,0.274514044480934,0.274514044480934,2
5,100,1,-0.0429143279034303,-0.000429143279034303,0.093840387834589,0,-0.093840387834589,0,0,NaN,-1,-0.199730744383195,-0.00199730744383195,0.36599877086838,0,-0.36599877086838,1,0.347875270527125,0.347875270527125,2
5,200,-1,-0.0343581693687674,-0.000171790846843837,0.0625348935388287,0,-0.0625348935388287,0,0,NaN,1,-0.120981599304328,-0.000604907996521639,0.227509248359845,0,-0.227509248359845,1,0.218604126000618,0.218604126000618,2
5,50,1,-0.0404526831963297,-0.000809053663926593,0.0709553622689552,0,-0.0709553622689552,0,0,NaN,-1,-0.249618245314054,-0.00499236490628109,0.438153150442712,0,-0.438153150442712,0,0,NaN,2
6,200,1,-0.0961883190134198,-0.000480941595067099,0.169910659014706,0,-0.169910659014706,0,0,NaN,-1,-0.259844331913406,-0.00129922165956703,0.467256537445652,0,-0.467256537445652,1,0.301545945509201,0.301545945509201,2
6,200,-1,-0.141138758119991,-0.000705693790599957,0.271849109539481,0,-0.271849109539481,2,0.438857181169034,0.219428590584517,1,-0.0805001741189719,-0.00040250087059486,0.15837685439422,0,-0.15837685439422,0,0,NaN,2
6,25,-1,0.0495495750439862,0.00198198300175945,0.119337263531714,0.119337263531714,-0,2,0.427388191441441,0.21369409572072,1,0.129986707921283,0.00519946831685133,0.19721459926273,0.19721459926273,-0,3,0.60056919710113,0.200189732367043,2
6,25,-1,0.139848896470963,0.00559395585883851,1.63035814091208,0.958209266931602,-0.672148873980473,3,0.914025782044755,0.304675260681585,1,0.0653633443859147,0.00261453377543659,0.121260193802461,0.121260193802461,-0,0,0,NaN,2
6,100,1,0.0366786594336073,0.000366786594336073,0.0653108629942855,0.0653108629942855,-0,1,0.283640053766085,0.283640053766085,-1,-0.220873005701039,-0.00220873005701039,0.414810545878321,0,-0.414810545878321,0,0,NaN,2
6,50,-1,0.0440916123985334,0.000881832247970669,1.13771163725096,0.628380727555684,-0.509330909695272,2,0.616383526548623,0.308191763274311,1,-0.109921658582619,-0.00219843317165237,0.217453908933739,0,-0.217453908933739,1,0.347753050066555,0.347753050066555,2
6,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.193552723385292,0.00193552723385292,0.338377562438605,0.338377562438605,-0,1,0.208165506468935,0.208165506468935,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0547711166157079,-0.00219084466462832,0.176397702224118,0.0229351875846505,-0.153462514639467,2,0.653849071149877,0.326924535574939,2
6,200,1,-0.0679347186425241,-0.00033967359321262,0.388818440674998,0.126367431154185,-0.262451009520814,3,0.923698047119386,0.307899349039795,-1,0.15727345984589,0.000786367299229451,0.218142942033149,0.218142942033149,-0,3,0.845254052763476,0.281751350921158,2
6,50,-1,-0.0990644856467023,-0.00198128971293405,0.903063197650858,0.377415759129564,-0.525647438521293,3,0.732484201584523,0.244161400528174,1,0.11097484058171,0.00221949681163419,0.594550431273595,0.409311401523749,-0.185239029749846,2,1.09199371223355,0.545996856116777,2
6,25,1,-0.0334080699593415,-0.00133632279837366,0.984952914900517,0.464449551829259,-0.520503363071258,2,0.230561372253427,0.115280686126713,-1,0.00673531370978614,0.000269412548391446,0.00103744997969503,0.00103744997969503,-0,0,0,NaN,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0460951529474078,-0.00184380611789631,0.0874429554530858,0,-0.0874429554530858,0,0,NaN,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,0.0147980022714006,0.000591920090856026,0.0278510863518049,0.0278510863518049,-0,0,0,NaN,2
6,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.0636383113331444,0.00254553245332578,0.126203691930347,0.126203691930347,-0,0,0,NaN,2
6,50,1,0.304574388776267,0.00609148777552535,1.49712462078842,0.973999947319922,-0.523124673468498,2,0.563312311047427,0.281656155523714,-1,0.165241740489289,0.00330483480978577,0.296782233046006,0.296782233046006,-0,0,0,NaN,2
6,50,1,0.417474280366754,0.00834948560733507,1.01939396494044,0.854618794670848,-0.164775170269593,1,0.505488087642464,0.505488087642464,-1,-0.0887423764144944,-0.00177484752828989,0.14908444078149,0,-0.14908444078149,1,0.300741955746139,0.300741955746139,2
